actor,domain,ips,asn,asn_description,asn_country,registrar,creation_date,expiration_date,sld,tld,ns_hosts,ns_base,ns_count,mx_hosts,mx_base,mx_count,soa_email,ip_count
GroozaV2,ebox.amltrust.cash,91.198.166.159,210895.0,"PODAON-PL-1, LV",NL,,,,amltrust,cash,,,0,,,0,,1.0
GroozaV2,ebox.c-sam.xyz,103.246.144.60,211381.0,"PODAON, LV",NL,"NameSilo, LLC",2025-06-23,2026-06-23,c-sam,xyz,,,0,,,0,,1.0
GroozaV2,ebox.csam-trust.xyz,,,,,"NameSilo, LLC",2025-07-02,2026-07-02,csam-trust,xyz,,,0,,,0,,
GroozaV2,ebox.dlogin.info,,,,,,,,dlogin,info,,,0,,,0,,
GroozaV2,ebox.e-login.xyz,,,,,"NameSilo, LLC",2025-06-06,2026-06-06,e-login,xyz,,,0,,,0,,
GroozaV2,ebox.plus-billing.sbs,,,,,"NameSilo, LLC",2025-06-27,2026-06-27,plus-billing,sbs,,,0,,,0,,
GroozaV2,ebox.terugbetaling.online,,,,,"NameSilo, LLC",2025-06-03,2026-06-03,terugbetaling,online,,,0,,,0,,
GroozaV2,edificiomallorca.com,108.179.194.39,19871.0,"NETWORK-SOLUTIONS-HOSTING, US",US,PDR Ltd. d/b/a PublicDomainRegistry.com,2020-05-31,2026-05-31,edificiomallorca,com,ns1.yottabyteits.com.;ns2.yottabyteits.com.,yottabyteits.com,2,mail.edificiomallorca.com.,edificiomallorca.com,1,pacogorraez@gmail.com,1.0
GroozaV2,edizhoca.com,"13.248.169.48,76.223.54.146",16509.0,"AMAZON-02, US",US,"GoDaddy.com, LLC",2024-01-06,2028-01-06,edizhoca,com,ns1.namefind.com.;ns2.namefind.com.,namefind.com,2,,,0,dns@jomax.net,2.0
GroozaV2,ekademies.com,94.46.183.168,24768.0,"ALMOUROLTEC, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2019-08-28,2026-08-28,ekademies,com,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,estrk.xyz,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,Hosting Concepts B.V. d/b/a Registrar.eu,2025-04-17,2026-04-17,estrk,xyz,ns1.openprovider.nl.;ns2.openprovider.be.;ns3.openprovider.eu.,openprovider.be;openprovider.eu;openprovider.nl,3,,,0,dns@openprovider.eu,1.0
GroozaV2,faberkit.pt,94.46.183.183,24768.0,"ALMOUROLTEC, PT",PT,,2016-04-27,2026-04-26,faberkit,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,faberkit.pt.,faberkit.pt,1,reports@ptisp.systems,1.0
GroozaV2,fixus.co.ao,94.46.169.3,24768.0,"ALMOUROLTEC, PT",PT,,,,co,ao,ns1.mydnspt.net.;ns2.mydnspt.net.;ns7.mydnspt.net.;ns8.mydnspt.net.,mydnspt.net,4,mail.fixus.co.ao.,co.ao,1,reports@webserver.pt,1.0
GroozaV2,gelalentejo.com,94.46.183.183,24768.0,"ALMOUROLTEC, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2016-01-05,2026-01-05,gelalentejo,com,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,gfc-angola.com,94.46.22.196,24768.0,"ALMOUROLTEC, PT",PT,REGISTER S.P.A.,2019-08-07,2026-08-07,gfc-angola,com,ns1.mydnspt.net.;ns2.mydnspt.net.;ns7.mydnspt.net.;ns8.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,graficateke.com.br,185.15.23.37,24768.0,"ALMOUROLTEC, PT",PT,,2007-08-04,2026-08-04,com,br,ns25.mydnspt.net.;ns26.mydnspt.net.,mydnspt.net,2,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,farleywozniak@gmail.com,1.0
GroozaV2,grupo-sk.com,94.46.181.180,24768.0,"ALMOUROLTEC, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2010-05-17,2026-05-17,grupo-sk,com,ns1.wp1.webserver.pt.;ns2.wp1.webserver.pt.,webserver.pt,2,alt1.aspmx.l.google.com.;alt2.aspmx.l.google.com.;alt3.aspmx.l.google.com.;alt4.aspmx.l.google.com.;aspmx.l.google.com.,google.com,5,reports@ptisp.pt,1.0
GroozaV2,guvenisi.com,104.247.165.211,42846.0,"GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR",TR,WEBCC,2004-01-07,2026-01-07,guvenisi,com,dns1.yandex.net.;dns2.yandex.net.,yandex.net,2,mx.yandex.net.,yandex.net,1,dns-hosting@yandex.ru,1.0
GroozaV2,ilkeevingencel.com,162.19.142.161,16276.0,"OVH, FR",FR,Cizgi Telekomunikasyon A.S.,2025-02-05,2026-02-05,ilkeevingencel,com,ns1.guzelhosting.com.;ns11.guzelhosting.com.;ns12.guzelhosting.com.;ns2.guzelhosting.com.,guzelhosting.com,4,ilkeevingencel.com.,ilkeevingencel.com,1,monitor@guzel.net.tr,1.0
GroozaV2,ilustremotivo.com,94.46.183.50,24768.0,"ALMOUROLTEC, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2024-02-01,2026-02-01,ilustremotivo,com,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mail.ilustremotivo.com.,ilustremotivo.com,1,reports@ptisp.systems,1.0
GroozaV2,jnsi.xyz,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,Hosting Concepts B.V. d/b/a Registrar.eu,2025-04-08,2026-04-08,jnsi,xyz,ns1.openprovider.nl.;ns2.openprovider.be.;ns3.openprovider.eu.,openprovider.be;openprovider.eu;openprovider.nl,3,,,0,dns@openprovider.eu,1.0
GroozaV2,kundlingpostbe.bounceme.net,,,,,,,,bounceme,net,,,0,,,0,,
GroozaV2,login.csam-terugbetaling.work,185.219.81.173,211381.0,"PODAON, LV",NL,"NameSilo, LLC",2025-04-18,2026-04-18,csam-terugbetaling,work,,,0,,,0,,1.0
GroozaV2,logistique-infosms-laposte.fr,,,,,,,,logistique-infosms-laposte,fr,,,0,,,0,,
GroozaV2,lp.washrocks.com,147.135.254.139,16276.0,"OVH, FR",FR,"OVH, SAS",2014-05-08,2028-05-08,washrocks,com,,,0,,,0,,1.0
GroozaV2,luis.com.ve,198.50.159.41,16276.0,"OVH, FR",CA,NIC-VE,,,com,ve,ns3.tepuyserver.net.;ns4.tepuyserver.net.,tepuyserver.net,2,luis.com.ve.,com.ve,1,monitoreo@tepuyserver.net.ve,1.0
GroozaV2,luiscarmocx.com,,,,,,,,luiscarmocx,com,,,0,,,0,,
GroozaV2,marcioimoveis.pt,94.46.180.170,24768.0,"ALMOUROLTEC, PT",PT,,2019-03-21,2026-03-20,marcioimoveis,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mail.marcioimoveis.pt.,marcioimoveis.pt,1,reports@ptisp.systems,1.0
GroozaV2,marketexpresso.site,,,,,,,,marketexpresso,site,,,0,,,0,,
GroozaV2,mcaluminios.pt,94.126.169.182,33876.0,"FLESK-AS, PT",PT,,2019-09-24,2026-09-24,mcaluminios,pt,ns1.dnscpanel.com.;ns2.dnscpanel.com.,dnscpanel.com,2,mcaluminios.pt.,mcaluminios.pt,1,tech@flesk.com,1.0
GroozaV2,metodorsame.sinistraperisraele.com,78.111.75.125,33984.0,"SURFPLANET-AS, DE",DE,"TUCOWS DOMAINS, INC.",2018-06-05,2026-06-05,sinistraperisraele,com,,,0,,,0,,1.0
GroozaV2,mikro.pt,94.46.183.183,24768.0,"ALMOUROLTEC, PT",PT,,2020-11-09,2026-11-09,mikro,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,moqvk9zc.dreamwp.com,43.250.251.18,38719.0,"DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU",AU,Dreamscape Networks International Pte Ltd,2016-06-23,2027-06-23,dreamwp,com,,,0,,,0,,1.0
GroozaV2,mr-bitcoin.ch,51.38.123.251,16276.0,"OVH, FR",FR,,,,mr-bitcoin,ch,ns1.gocheapweb.com.;ns2.gocheapweb.com.,gocheapweb.com,2,mr-bitcoin.ch.,mr-bitcoin.ch,1,s83@gocheapweb.com,1.0
GroozaV2,my.ebox.help,212.86.114.42,211381.0,"PODAON, LV",NL,"NameSilo, LLC",2025-06-13,2026-06-13,ebox,help,,,0,,,0,,1.0
GroozaV2,naprakeszingatlan.hu,185.51.191.54,43359.0,"TARHELY, HU",HU,,2018-06-28,,naprakeszingatlan,hu,ns.tns1.eu.;ns.tns2.eu.;ns.tns3.eu.;ns.tns4.eu.,tns1.eu;tns2.eu;tns3.eu;tns4.eu,4,,,0,cpanel@cpserver.net,1.0
GroozaV2,nookbees.com,94.46.183.10,24768.0,"ALMOUROLTEC, PT",PT,"OVH, SAS",2025-11-17,2026-11-17,nookbees,com,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,farleywozniak@gmail.com,1.0
GroozaV2,nwminingindaba.co.za,164.160.91.58,328037.0,"Elitehost, ZA",ZA,ZA-DNS,2023-12-19,2025-12-19,co,za,ns3.za-dns.com.;ns5.za-dns.com.,za-dns.com,2,mail.nwminingindaba.co.za.,co.za,1,servers@za-dns.com,1.0
GroozaV2,online-mobilepey-n2637832h23.beju.info,,,,,,,,beju,info,,,0,,,0,,
GroozaV2,online-telias-n2689829292.jnsi.xyz,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,Hosting Concepts B.V. d/b/a Registrar.eu,2025-04-08,2026-04-08,jnsi,xyz,,,0,,,0,,1.0
GroozaV2,opposition.online,"13.248.169.48,76.223.54.146",16509.0,"AMAZON-02, US",US,"GoDaddy.com, LLC",2025-11-27,2026-11-27,opposition,online,ns3.afternic.com.;ns4.afternic.com.,afternic.com,2,.,.,1,dns@jomax.net,2.0
GroozaV2,outprint.pt,94.46.176.14,24768.0,"ALMOUROLTEC, PT",PT,,2012-10-29,2026-10-28,outprint,pt,ns224124.ovh.net.;sdns2.ovh.net.,ovh.net,2,mail.outprint.pt.,outprint.pt,1,geral@i-bit.pt,1.0
GroozaV2,paixaobaptista.pt,94.46.183.183,24768.0,"ALMOUROLTEC, PT",PT,,2013-06-17,2026-06-16,paixaobaptista,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,postcanada.booking-review-n32789283.duckdns.org,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,,,,duckdns,org,,,0,postcanada.booking-review-n32789283.duckdns.org.,duckdns.org,1,,1.0
GroozaV2,qynyuonline-telias-n2689829292.jnsi.xyz,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,Hosting Concepts B.V. d/b/a Registrar.eu,2025-04-08,2026-04-08,jnsi,xyz,,,0,,,0,,1.0
GroozaV2,raiugarts.com,94.46.22.196,24768.0,"ALMOUROLTEC, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2021-05-10,2027-05-10,raiugarts,com,ns1.mydnspt.net.;ns2.mydnspt.net.;ns7.mydnspt.net.;ns8.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,restaurantefialho.pt,94.46.183.183,24768.0,"ALMOUROLTEC, PT",PT,,2015-08-26,2026-08-25,restaurantefialho,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,sanremomotors.co.za,164.160.91.18,328037.0,"Elitehost, ZA",ZA,ZA-DNS,2021-06-10,2026-06-10,co,za,ns1.bjsolutions.co.za.;ns2.bjsolutions.co.za.,co.za,2,sanremomotors.co.za.,co.za,1,webhost@bjsolutions.co.za,1.0
GroozaV2,scmalmodovar.pt,94.46.183.183,24768.0,"ALMOUROLTEC, PT",PT,,2015-05-29,2026-05-28,scmalmodovar,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,scmalmodovar.pt.,scmalmodovar.pt,1,reports@ptisp.systems,1.0
GroozaV2,scvidros.com.br,185.15.23.37,24768.0,"ALMOUROLTEC, PT",PT,,2011-03-22,2026-03-22,com,br,ns25.mydnspt.net.;ns26.mydnspt.net.,mydnspt.net,2,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,farleywozniak@gmail.com,1.0
GroozaV2,sercicio.paypl.studiolegaleflm.it,91.239.146.9,213848.0,"NAVICOSOFT, AU",AU,Register S.p.a.,2006-02-02,2026-02-02,studiolegaleflm,it,,,0,,,0,,1.0
GroozaV2,service-interbancaire.page.dev,,,,,,,,page,dev,,,0,,,0,,
GroozaV2,shaliyah.co.za,156.155.252.69,327979.0,"DIAMATRIX, ZA",ZA,Axxess DSL,2016-05-06,2026-05-06,co,za,ns1.clusterdns.co.za.;ns2.clusterdns.co.za.;ns3.hostdns.co.za.;ns4.clusterdns.org.,clusterdns.org;co.za,4,mx1.tld-mx.com.;mx2.tld-mx.net.,tld-mx.com;tld-mx.net,2,hostingservers@internet.co.za,1.0
GroozaV2,sites-leiria.pt,94.46.182.83,24768.0,"ALMOUROLTEC, PT",PT,,2022-09-02,2026-09-02,sites-leiria,pt,ns1.mydnspt.net.;ns2.mydnspt.net.;ns7.mydnspt.net.;ns8.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@webserver.pt,1.0
GroozaV2,spotify-online-s.ydns.eu,,,,,INWX GmbH,,,ydns,eu,,,0,,,0,,
GroozaV2,superluckbet.com,"148.135.128.49,92.112.198.11",47583.0,"AS-HOSTINGER, CY",US,Realtime Register B.V.,2023-12-16,2025-12-16,superluckbet,com,ns1.dns-parking.com.;ns2.dns-parking.com.,dns-parking.com,2,mx1.titan.email.;mx2.titan.email.,titan.email,2,dns@hostinger.com,2.0
GroozaV2,sv-management.aaltink.com,194.213.127.20,42585.0,"METAREGISTRAR, NL",NL,Metaregistrar BV,2009-03-10,2026-03-10,aaltink,com,,,0,,,0,,1.0
GroozaV2,sv-management.eco-fin-service.it,,,,,Aruba s.p.a.,2018-01-08,2026-01-08,eco-fin-service,it,,,0,,,0,,
GroozaV2,sv-management.firstresponder.nl,,,,,Metaregistrar B.V.,1999-02-11,2025-12-28,firstresponder,nl,,,0,,,0,,
GroozaV2,sv-management.hospackfarma.nl,194.213.127.22,42585.0,"METAREGISTRAR, NL",NL,Metaregistrar B.V.,2014-05-08,,hospackfarma,nl,,,0,,,0,,1.0
GroozaV2,sv-management.jetperformance.nl,,,,,Metaregistrar B.V.,2009-03-03,,jetperformance,nl,,,0,,,0,,
GroozaV2,sv-management.ogveranda.com,194.213.127.77,42585.0,"METAREGISTRAR, NL",NL,Metaregistrar BV,2022-01-26,2026-01-26,ogveranda,com,,,0,,,0,,1.0
GroozaV2,sv-management.olekgs.nl,213.249.67.10,42585.0,"METAREGISTRAR, NL",NL,Metaregistrar B.V.,2025-02-09,,olekgs,nl,,,0,,,0,,1.0
GroozaV2,sv-management.solarflevoland.nl,213.249.67.25,42585.0,"METAREGISTRAR, NL",NL,Metaregistrar B.V.,2017-06-27,,solarflevoland,nl,,,0,,,0,,1.0
GroozaV2,sv-weebly-manage.solarflevoland.nl,213.249.67.25,42585.0,"METAREGISTRAR, NL",NL,Metaregistrar B.V.,2017-06-27,,solarflevoland,nl,,,0,,,0,,1.0
GroozaV2,telia-online-service-n382322323.ydns.eu,,,,,INWX GmbH,,,ydns,eu,,,0,,,0,,
GroozaV2,telianorge.duckdns.org,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,,,,duckdns,org,,,0,telianorge.duckdns.org.,duckdns.org,1,,1.0
GroozaV2,telianorge.onthewifi.com,,,,,,,,onthewifi,com,,,0,,,0,,
GroozaV2,thewondersmx.com,,,,,,,,thewondersmx,com,,,0,,,0,,
GroozaV2,torvi.pt,94.46.183.1,24768.0,"ALMOUROLTEC, PT",PT,,2013-03-06,2026-03-05,torvi,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mx1.cleanmx.pt.;mx2.cleanmx.pt.,cleanmx.pt,2,reports@ptisp.systems,1.0
GroozaV2,urlocalartist.pt,,,,,,,,urlocalartist,pt,,,0,,,0,,
GroozaV2,valeriatari.com,185.51.191.64,43359.0,"TARHELY, HU",HU,NETIM,2019-10-07,2026-10-07,valeriatari,com,ns.tns1.eu.;ns.tns2.eu.;ns.tns3.eu.;ns.tns4.eu.,tns1.eu;tns2.eu;tns3.eu;tns4.eu,4,mail.valeriatari.com.,valeriatari.com,1,cpanel@cpserver.net,1.0
GroozaV2,vmaxmagazin.hu,79.172.252.111,43359.0,"TARHELY, HU",HU,,2013-05-24,,vmaxmagazin,hu,ns.tns1.eu.;ns.tns2.eu.;ns.tns3.eu.;ns.tns4.eu.,tns1.eu;tns2.eu;tns3.eu;tns4.eu,4,mail.vmaxmagazin.hu.,vmaxmagazin.hu,1,cpanel@cpserver.net,1.0
GroozaV2,vortica.net,94.46.176.11,24768.0,"ALMOUROLTEC, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2017-07-02,2027-07-02,vortica,net,ns1.mydnspt.net.;ns2.mydnspt.net.;ns7.mydnspt.net.;ns8.mydnspt.net.,mydnspt.net,4,vortica.net.,vortica.net,1,reports@ptisp.pt,1.0
GroozaV2,weaving.pt,,,,,,,,weaving,pt,,,0,,,0,,
GroozaV2,wheelmedia.hu,185.208.227.88,43359.0,"TARHELY, HU",HU,,2009-11-13,,wheelmedia,hu,ns.tns1.eu.;ns.tns2.eu.;ns.tns3.eu.;ns.tns4.eu.,tns1.eu;tns2.eu;tns3.eu;tns4.eu,4,mail.wheelmedia.hu.,wheelmedia.hu,1,cpanel@cpserver.net,1.0
GroozaV2,www.aeoj.org,62.171.154.187,51167.0,"CONTABO, DE",DE,Internet Domain Service BS Corp,2010-05-26,2031-05-26,aeoj,org,ns1.mais3-inovacao.pt.;ns2.mais3-inovacao.pt.,mais3-inovacao.pt,2,alt1.aspmx.l.google.com.;alt2.aspmx.l.google.com.;aspmx.l.google.com.;aspmx2.googlemail.com.;aspmx3.googlemail.com.,google.com;googlemail.com,5,ptwebsite@gmail.com,1.0
GroozaV2,www.afpsat.pt,94.46.180.170,24768.0,"ALMOUROLTEC, PT",PT,,2022-03-24,2026-03-24,afpsat,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,afpsat.pt.,afpsat.pt,1,reports@ptisp.systems,1.0
GroozaV2,www.autentifuturo.pt,130.185.87.66,24768.0,"ALMOUROLTEC, PT",PT,,2017-05-19,2026-05-18,autentifuturo,pt,ns1.mydnspt.net.;ns2.mydnspt.net.;ns7.mydnspt.net.;ns8.mydnspt.net.,mydnspt.net,4,mail.autentifuturo.pt.;mx1.cleanmx.pt.;mx2.cleanmx.pt.,autentifuturo.pt;cleanmx.pt,3,reports@ptisp.pt,1.0
GroozaV2,www.mail.klentbeposting.duckdns.org,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,,,,duckdns,org,,,0,www.mail.klentbeposting.duckdns.org.,duckdns.org,1,,1.0
GroozaV2,www.netflix-online-service-n26382932.duckdns.org,,,,,,,,duckdns,org,,,0,,,0,,
GroozaV2,www.post-israel-online-service-8327328982392.opensuc.com,82.147.84.79,211860.0,"VPSDEDIC-AS, RU",RU,Hosting Concepts B.V. d/b/a Registrar.eu,2025-03-26,2026-03-26,opensuc,com,,,0,,,0,,1.0
GroozaV2,www.stassa.pt,94.46.183.50,24768.0,"ALMOUROLTEC, PT",PT,,2012-03-08,2026-03-08,stassa,pt,nsp1.mydnspt.net.;nsp2.mydnspt.net.;nsp3.mydnspt.net.;nsp4.mydnspt.net.,mydnspt.net,4,mail.stassa.pt.,stassa.pt,1,reports@ptisp.systems,1.0
GroozaV2,yuhz.confeciona.com,94.46.183.191,24768.0,"ALMOUROLTEC, PT",PT,PDR Ltd. d/b/a PublicDomainRegistry.com,2024-06-19,2026-06-19,confeciona,com,,,0,,,0,,1.0
GhostSocks,proton66.ru,5.101.153.221,198610.0,"BEGET-AS, RU",RU,BEGET-RU,2023-02-20,2026-02-20,proton66,ru,ns1.beget.com.;ns1.beget.pro.;ns1.beget.ru.;ns2.beget.com.;ns2.beget.pro.;ns2.beget.ru.,beget.com;beget.pro;beget.ru,6,mx1.beget.com.;mx2.beget.com.,beget.com,2,hostmaster@beget.com,1.0
DeceptiveDevelopment,5zqd.onion,,,,,,,,5zqd,onion,,,0,,,0,,
DeceptiveDevelopment,driverservices.store,,,,,Namecheap,2025-07-07,2026-07-07,driverservices,store,,,0,,,0,,
DeceptiveDevelopment,n34kr3z26f3jzp4ckmwuv5ipqyatumdxhgjgsmucc65jac56khdy5zqd.onion,,,,,,,,n34kr3z26f3jzp4ckmwuv5ipqyatumdxhgjgsmucc65jac56khdy5zqd,onion,,,0,,,0,,
DeceptiveDevelopment,www.royalsevres.com,116.125.126.35,9318.0,"SKB-AS SK Broadband Co Ltd, KR",KR,"Gabia, Inc.",2011-02-01,2027-02-01,royalsevres,com,,,0,,,0,,1.0
PolarEdge,beastdositadvtofm.site,159.138.110.241,136907.0,"HWCLOUDS-AS-AP HUAWEI CLOUDS, HK",SG,NAMECHEAP INC,2023-12-13,2025-12-13,beastdositadvtofm,site,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,eforward1.registrar-servers.com.;eforward2.registrar-servers.com.;eforward3.registrar-servers.com.;eforward4.registrar-servers.com.;eforward5.registrar-servers.com.,registrar-servers.com,5,hostmaster@registrar-servers.com,1.0
PolarEdge,blog.sekoia.io,35.214.255.233,15169.0,"GOOGLE, US
19527",US,Gandi SAS,2017-04-19,2026-04-19,sekoia,io,,,0,,,0,,1.0
PolarEdge,centrequ.cc,190.92.219.99,136907.0,"HWCLOUDS-AS-AP HUAWEI CLOUDS, HK",SG,"NameCheap, Inc.",2024-11-12,2026-11-12,centrequ,cc,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,eforward1.registrar-servers.com.;eforward2.registrar-servers.com.;eforward3.registrar-servers.com.;eforward4.registrar-servers.com.;eforward5.registrar-servers.com.,registrar-servers.com,5,hostmaster@registrar-servers.com,1.0
PolarEdge,icecreand.cc,159.138.110.241,136907.0,"HWCLOUDS-AS-AP HUAWEI CLOUDS, HK",SG,NAMECHEAP INC,2024-11-12,2026-11-12,icecreand,cc,dns1.registrar-servers.com.;dns2.registrar-servers.com.,registrar-servers.com,2,eforward1.registrar-servers.com.;eforward2.registrar-servers.com.;eforward3.registrar-servers.com.;eforward4.registrar-servers.com.;eforward5.registrar-servers.com.,registrar-servers.com,5,hostmaster@registrar-servers.com,1.0
Lunar Spider,ai-helper.xyz,,,,,"NameSilo, LLC",2024-12-23,2025-12-23,ai-helper,xyz,,,0,,,0,,
Lunar Spider,aliondrifdions.com,127.1.2.3,,,,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-06-22,2026-06-22,aliondrifdions,com,,,0,,,0,,1.0
Lunar Spider,altynbe.com,,,,,,,,altynbe,com,,,0,,,0,,
Lunar Spider,anikvan.com,,,,,,,,anikvan,com,,,0,,,0,,
Lunar Spider,annadirovichblogs.com,167.160.161.224,36352.0,"AS-COLOCROSSING, US",US,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-07-15,2026-07-15,annadirovichblogs,com,bingo.ns.cloudflare.com.;jerry.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
Lunar Spider,asioklaydpory.com,155.94.155.173,,,US,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-07-21,2026-07-21,asioklaydpory,com,rene.ns.cloudflare.com.;romina.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
Lunar Spider,asrofilogatertol.com,45.141.233.215,201814.0,"MEVSPACE, PL",BG,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-07-28,2026-07-28,asrofilogatertol,com,gabe.ns.cloudflare.com.;josephine.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
Lunar Spider,avtechupdate.com,,,,,,,,avtechupdate,com,,,0,,,0,,
Lunar Spider,awpdc.com,"104.21.34.231,172.67.210.21",13335.0,"CLOUDFLARENET, US",US,Hello Internet Corp,2025-06-20,2026-06-20,awpdc,com,coby.ns.cloudflare.com.;lisa.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Lunar Spider,bagonamaditrohds.com,127.1.2.3,,,,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-07-09,2026-07-09,bagonamaditrohds,com,,,0,,,0,,1.0
Lunar Spider,barometokliasss.com,,,,,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-07-10,2026-07-10,barometokliasss,com,,,0,,,0,,
Lunar Spider,basofredyklsnf.com,155.94.155.251,,,US,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-07-22,2026-07-22,basofredyklsnf,com,cameron.ns.cloudflare.com.;mckinley.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
Lunar Spider,bibigigatrols.com,,,,,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-06-17,2026-06-17,bibigigatrols,com,,,0,,,0,,
Lunar Spider,bibikolatosderva.com,94.154.35.64,214943.0,"RAILNET, US",UA,CNOBIN INFORMATION TECHNOLOGY LIMITED,2025-08-13,2026-08-13,bibikolatosderva,com,ashton.ns.cloudflare.com.;piper.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,1.0
Lunar Spider,boriz400.com,,,,,,,,boriz400,com,,,0,,,0,,
Lunar Spider,boro.kylelaruffa.com,"104.21.82.180,172.67.161.111",13335.0,"CLOUDFLARENET, US",US,MAT BAO CORPORATION,2025-07-16,2026-07-16,kylelaruffa,com,,,0,,,0,,2.0
Lunar Spider,browserinfo.name,,,,,,,,browserinfo,name,,,0,,,0,,
Lunar Spider,ceydx.com,"104.21.66.162,172.67.205.111",13335.0,"CLOUDFLARENET, US",US,MAT BAO CORPORATION,2025-07-10,2026-07-10,ceydx,com,olof.ns.cloudflare.com.;tani.ns.cloudflare.com.,cloudflare.com,2,,,0,dns@cloudflare.com,2.0
Lunar Spider,cloudmeri.com,,,,,,,,cloudmeri,com,,,0,,,0,,
